edition_key,contributor_name,contributor_role,by_statement,translated_from,translation_of
OL2712553M,Hal Siegel,Cover Art,by F. Scott Fitzgerald.,,
OL9219606M,Charles Scribner III,Introduction,,,
OL22952729M,,,Feizijieluo zhu ; Qiao Zhigao yi.,,
OL22227155M,,,F. Scott Fitzgerald.,,
OL26333594M,Henry Dan Piper,Author,,,
OL27978834M,Steve Shapiro,Cover Photographs,,,
OL22641690M,,,F. Scott Fitzgerald.,,
OL17783725M,,,by F. Scott Fitzgerald.,,
OL17780122M,,,Foreword and a study guide by Albert K. Ridout.,,
OL5578987M,J. F. Wyatt,Notes by,[by] F. Scott Fitzgerald; with commentary and notes by J. F. Wyatt.,,
OL24240611M,,,by F. Scott Fitzgerald.,,
OL32103018M,,,F. Scott Fitzgerald,,
OL23109860M,Francis Cugat,Cover Art,F. Scott Fitzgerald,,
OL23109860M,Cherylynne Li,Cover Design,F. Scott Fitzgerald,,
OL24746817M,,,F. Scott Fitzgerald,,
OL9490364M,,,,eng,The Great Gatsby
OL27244928M,,,F. Sikete Feicijielade zhu ; Xiao Kuixian yi,eng,The Great Gatsby
OL26491449M,Matthew J. Bruccoli,Editor,,,
OL22903656M,,,"F. Scott Fitzgerald ; [traducción, E. Piñas].",,
OL22570129M,,,F. Scott Fitzgerald ; edited with an introduction and notes by Ruth Prigozy.,,
OL27978955M,,,,eng,The Great Gatsby
OL27140325M,,,Jane Austen ; traduzione di Giulio Caprin,,
OL1274769M,,,Jane Austen ; introduction by Anna Quindlen.,,
OL36316213M,Guido Montelupo,Editor,,,
OL36315607M,Natalie Montoto,Editor,,,
OL36315746M,Rafael Sanchez Juarez,Editor,,,
OL36315747M,Maxim Montoto,Editor,,,
OL36313855M,Raul Bracho,Translator,,,
OL36315111M,Raul Bracho,Translator,,,
OL39478808M,,,Jane Austen ; traduzione di Fernanda Pivano,,
OL39115287M,,,,eng,Pride and Prejudice
OL39480358M,,,,eng,Pride and Prejudice
OL25372313M,David M. Shapard,Editor,"Jane Austen ; annotated and edited, with an Introduction, by David M. Shapard",,
OL26396691M,Ellen K. Gregory,Foreword,,,
OL26396691M,Claude Monet,Cover Art,,,
OL25153686M,,,Jane Austen,,
OL25624382M,,,,eng,Pride and Prejudice
OL25122466M,,,Jane Austen,,
OL26396694M,Alejandro Pareja,Translator,,eng,Pride and Prejudice
OL26374866M,,,,eng,Pride and Prejudice
OL26400517M,Ana María Rodríguez,Translator,,eng,Pride and Prejudice
OL25560092M,Philip M. Parker,Editor,Jane Austen ; [edited by Philip M. Parker],,
OL9463377M,Helga Schulz,Translator,,eng,Pride and Prejudice
OL9463377M,Angelika Beck,Afterword,,eng,Pride and Prejudice
OL26396699M,Attilio Bertolucci,Introduction,,eng,Pride and Prejudice
OL26396699M,Isa Maranesi,Translator,,eng,Pride and Prejudice
OL22908426M,,,yüan chu Jane Austen ; yi zhe Qian Hanmin.,eng,Pride and Prejudice
OL26396432M,Laurent Bury,Translator,,eng,Pride and Prejudice
OL26395775M,H.M. Brock,Illustrator,,,
OL35734797M,,,Aosiding zhu ; Zhang Jinghao yi,,
OL19403345M,Richard Church,Illustrator,introduction by Richard Church ; wood engravings by Joan Hassall.,,
OL26413247M,,,,eng,Pride and Prejudice
OL9447194M,Kate Reading,Narrator,,,
OL25169451M,,,by Jane Austen,,
OL26399817M,,,,eng,Pride and Prejudice
OL9145727M,,,,eng,Pride and Prejudice
OL25177804M,,,Jane Austen,,
OL26394643M,,,,eng,Pride and Prejudice
OL26392154M,Sergio Pitol,Prologue,,eng,Pride and Prejudice
OL26392154M,Armando Lázaro y Ros,Translator,,eng,Pride and Prejudice
OL26394069M,Emilia Fox,Narrator,,,
OL26394069M,Jane Morgan,Producer,,,
OL26394069M,Sarah Butche,Editor,,,
OL26394069M,Helen Davies,Notes by,,,
OL26394551M,Karin von Schwab,Translator,,eng,Pride and Prejudice
OL26397077M,Cecilia Montonati,Translator,,eng,Pride and Prejudice
OL26396982M,,,,eng,Pride and Prejudice
OL26396422M,Szenczi Miklós,Translator,,eng,Pride and Prejudice
OL26399568M,Malarie Piercy,Illustrator,,,
OL26398324M,Charles Edmund Brock,Illustrator,,,
OL26398324M,George Saintsbury,Introduction,,,
OL10416545M,Philip M. Parker,Editor,,,
OL26394078M,Marion Martienzen,Narrator,,eng,Pride and Prejudice
OL26395073M,Gregory F. Tague,Editor,,,
OL26114336M,Charley Darbishire,Notes by,,,
OL26114336M,Heather Gregson,Notes by,,,
OL26114336M,Murray Hamilton,Notes by,,,
OL26114336M,Edmund Robinson,Notes by,,,
OL26114336M,Caley Simpson,Notes by,,,
OL26114336M,Jennifer Underwood,Notes by,,,
OL26114336M,Chrissy Williams,Notes by,,,
OL26114336M,Madeleine Gillies,Proofreader,,,
OL26114336M,Rachel Powers,Proofreader,,,
OL26114336M,Karen Wells,Proofreader,,,
OL26114336M,Victoria Bellamy,Cover Photographs,,,
OL26396150M,Linda Jennings,Editor,,,
OL25153687M,,,Jane Austen,,
OL26399868M,,,,eng,Pride and Prejudice
OL25549704M,Philip M. Parker,Editor,Jane Austen ; [edited by Philip M. Parker],,
OL26413236M,Vincent Verret,Editor,,,
OL26399555M,Oliver Garrett,Editor,,,
OL26413239M,,,,eng,Pride and Prejudice
OL26394063M,Giulio Caprin,Translator,,eng,Pride and Prejudice
OL26394063M,Isobel Armstrong,Introduction,,eng,Pride and Prejudice
OL26394063M,W. Somerset Maugham,Contributor,,eng,Pride and Prejudice
OL26395832M,Flo Gibson,Narrator,,,
OL26395114M,George Saintsbury,Preface,,,
OL26395114M,Hugh Thomson,Illustrator,,,
OL26400525M,V. Leconte,Translator,,eng,Pride and Prejudice
OL26400525M,Ch. Pressoir,Translator,,eng,Pride and Prejudice
OL26397334M,Marcella Furtado,Translator,,eng,Pride and Prejudice
OL26398371M,Luis Benítez,Prologue,,eng,Pride and Prejudice
OL26400227M,,,,eng,Pride and Prejudice
OL24513132M,,,by Jane Austen ; with a general introd. by Mark Schorer,,
OL26408652M,Jose Jordan de Urries y Azara,Translator,,eng,Pride and Prejudice
OL26408652M,Hugh Thomson,Illustrator,,eng,Pride and Prejudice
OL26398127M,Böbe Weisz,Translator,,eng,Pride and Prejudice
OL26402265M,Moise Perks,Translator,,eng,Pride and Prejudice
OL3310687M,George Saintsbury,Preface,by Jane Austen ; with a preface by George Saintsbury and illustrations by Hugh Thomson.,,
OL3310687M,Hugh Thomson,Illustrator,by Jane Austen ; with a preface by George Saintsbury and illustrations by Hugh Thomson.,,
OL26399552M,C.E. Brock,Illustrator,,,
OL26400526M,,,,eng,Pride and Prejudice
OL26396975M,Cecilia Montonati,Translator,,,
OL26398339M,Claudia Manzolelli,Translator,,eng,Pride and Prejudice
OL26396403M,E. Montgomery Ashford,Notes by,,,
OL26396407M,Andrea Ott,Translator,,eng,Pride and Prejudice
OL26396407M,Elfi Bettinger,Afterword,,eng,Pride and Prejudice
OL26398099M,C.E. Brock,Illustrator,,,
OL26398099M,J.E. Austen-Lee,Cover Art,,,
OL28277522M,,,"Ao si ting, sun zhi li",eng,Pride and Prejudice
OL25595455M,,,Jen Ostan ; parivartaka Anandapiya Kudatihi,,
OL8870229M,Carol Howard,Introduction,,,
OL8870229M,George Steade,Consulting Editor,,,
OL3695092M,David M. Shapard,Editor,"Jane Austen ; annotated and edited, with an introduction, by David M. Shapard.",,
OL26396946M,Michel Laporte,Translator,,eng,Pride and Prejudice
OL26399938M,Angie Zambrano,Cover Design,,,
OL26397946M,Hugh Thomson,Illustrator,,,
OL27788025M,,,"Ao si ting, zhang long sheng",eng,Pride and Prejudice
OL37066279M,,,"Jane Austen ; anuwādaka, Accarū Siṅgha",eng,Pride and Prejudice
OL26400539M,Hugh Thomson,Illustrator,,eng,Pride and Prejudice
OL26400539M,Michael Evanson,Cover Design,,eng,Pride and Prejudice
OL7358728M,Vivien Jones,Contributor,,,
OL27260627M,,,"Ao si ting, guo man",eng,Pride and Prejudice
OL28141623M,,,"Ao si ting, zhang xiao yu",eng,Pride and Prejudice
OL26410187M,,,,eng,Pride and Prejudice
OL26397315M,Karin von Schwab,Translator,,eng,Pride and Prejudice
OL26397315M,Édouard Manet,Cover Art,,eng,Pride and Prejudice
OL26398487M,,,,eng,Pride and Prejudice
OL23576094M,,,Jane Austen.,,
OL23926610M,Mike Tyler,Foreword,Jane Austen ; foreword by Mike Tyler.,,
OL23961975M,,,Jane Austen.,,
OL23217682M,Joseph Pearce,Editor,Jane Austin ; edited by Joseph Pearce.,,
OL23217682M,Christopher Blum,Contributor,Jane Austin ; edited by Joseph Pearce.,,
OL23217682M,Anthony Esolen,Contributor,Jane Austin ; edited by Joseph Pearce.,,
OL23217682M,Richard Harp,Contributor,Jane Austin ; edited by Joseph Pearce.,,
OL23217682M,Douglas Lane Patey,Contributor,Jane Austin ; edited by Joseph Pearce.,,
OL2872132M,,,by Jane Austen ; illustrations by Gene Sparkman ; afterword by Katherine C. Hill-Miller.,,
OL22615617M,V. Leconte,Translator,par Jane Austen ; traduit de l'anglais par V. Leconte et Ch. Pressoir ; préface de Virginia Woolf traduite de l'anglais par Denise Getzler ; note biographique par Jacques Roubaud.,eng,Pride and Prejudice
OL22615617M,Ch. Pressoir,Translator,par Jane Austen ; traduit de l'anglais par V. Leconte et Ch. Pressoir ; préface de Virginia Woolf traduite de l'anglais par Denise Getzler ; note biographique par Jacques Roubaud.,eng,Pride and Prejudice
OL3817412M,,,Jane Austen ; edited wih an introduction by Tony Tanner.,,
OL6046009M,,,introd. by Robert Daniel.,,
OL6503163M,,,"by Jane Austen, adapted by Mabel Dodge Holmes ... edited by Grace A. Benscoter ...",,
OL13882774M,,,illustrated by Edgar Cirlin; with an introduction by May Lamerton Becker.,,
OL18564130M,,,with an introduction by Austin Dobson ; illustrated by Charles E. Brock.,,
OL6399537M,,,by Jane Austen ; with preface by Frank Swinnerton ; and illustrations by Helen Sewell.,,
OL13752874M,,,with an introduction by John Bailey.,,
OL6748883M,,,by Jane Austen; illustrated by Véra Willoughby.,,
OL6628461M,,,by Jane Austen.,,
OL14494903M,,,by Jane Austen.,,
OL13642036M,,,illustrated by Charles E. Brock; with an introduction by Austin Dobson.,,
OL26396977M,C.E. Brock,Illustrator,,,
OL26396978M,David Widger,Producer,,,
OL24061193M,,,Jane Austen.,,
OL23257812M,,,by Jane Austen ; illustrations by Gene Sparkman ; afterword by Katherine C. Hill-Miller.,,
OL3491943M,,,Jane Austen ; edited with an introduction by Tony Tanner ; illustrated by Hugh Thomson.,,
OL4098826M,,,Jane Austen.,,
OL6049007M,,,ed. by W. Somerset Maugham; illus. by Douglas Gorsline.,,
OL13649306M,,,by Jane Austen ; introduction by R.W.Chapman.,,
OL13542778M,,,by Jane Austen ; illustrated by Charles E. Brock ; with an introduction by Austin Dobson.,,
OL842052M,,,by Jane Austen ; with a preface by George Saintsbury and illustrations by Hugh Thomson.,,
OL26397320M,Karin von Schwab,Translator,,eng,Pride and Prejudice
OL23702924M,Mike Tyler,Foreword,Jane Austen ; foreword by Mike Tyler.,,
OL3165352M,,,Jane Austen ; illustrated by Hugh Thomson.,,
OL21845129M,,,,eng,Pride and Prejudice
OL4134202M,,,Jane Austen ; with the ill. of Hugh Thomson.,,
OL17235582M,,,by Jane Austen illustrated by Chris. Hammond with and introduction by William Keith Leask.,,
OL13900673M,,,by Jane Austen.,,
OL21666788M,,,by J. Austen.,,
OL6750234M,,,by Jane Austen; illustrated by Véra Willoughby.,,
OL327689M,,,"Jeina Ôsṭena ; bhāshāntara karāvī prakaṭa karanāra, Kr̥shṇaprasāda Maṇīśaṅkara Śāstrī.",,
OL13917641M,,,"Jane Austen ; edited with introduction, etc. by K.M. Metcalfe.",,
OL6922455M,,,by Jane Austen.,,
OL13561337M,,,by Jane Austen ; illustrated by Charles E. Brock ; with an introduction by Austin Dobson.,,
OL21739254M,,,Jane Austin ; with an introd. by Austin Dobson ; illustrated by Charles E. Brock.,,
OL6775667M,,,by Jane Austen ...,,
OL18200730M,,,by Jane Austen.,,
OL16816796M,,,by Jane Austen.,,
OL19413392M,,,by Jane Austen....,,
OL13827105M,,,by Jane Austen.,,
OL13663173M,,,illustrated by Charles E. Brock.,,
OL3471896M,Karen Davidson,Contributor,supplementary material written by Karen Davidson ; series ed. by Cynthia Brantley Johnson.,,
OL3471896M,Cynthia Brantley Johnson,Series General Editor,supplementary material written by Karen Davidson ; series ed. by Cynthia Brantley Johnson.,,
OL26413809M,Roland Frost,Photographer,,,
OL26410186M,Karin von Schwab,Translator,,eng,Pride and Prejudice
OL26408892M,Craig Stephen Copland,Series General Editor,,,
OL26408520M,John Smith,Editor,,,
OL26404141M,Christian Grawe,Translator,,eng,Pride and Prejudice
OL26404141M,Ursula Grawe,Translator,,eng,Pride and Prejudice
OL26403008M,,,,eng,Pride and Prejudice
OL20088575M,,,by Jane Austen.,,
OL24252632M,Margaret Drabble,Introduction,,,
OL24252632M,Eloisa James,Afterword,,,
OL16405928M,Giulio Caprin,Translator,,eng,Pride and Prejudice
OL16405928M,W. Somerset Maugham,Contributor,,eng,Pride and Prejudice
OL26406513M,H.M. Brock,Illustrator,,,
OL26404317M,H.M. Brock,Illustrator,,,
OL26404145M,,,,eng,Pride and Prejudice
OL26403960M,Hugh Thomson,Illustrator,,,
OL26403960M,George Saintsbury,Preface,,,
OL26402997M,,,,eng,Pride and Prejudice
OL13561673M,,,"by the author of ""Sense and sensibility.""",,
OL26410183M,,,,eng,Pride and Prejudice
OL26406550M,Valentine LeConte,Translator,,eng,Pride and Prejudice
OL26406550M,Charlotte Pressoir,Translator,,eng,Pride and Prejudice
OL26406407M,Paola Zannoner,Preface,,eng,Pride and Prejudice
OL26404138M,,,,eng,Pride and Prejudice
OL26403956M,,,,eng,Pride and Prejudice
OL26403009M,,,,eng,Pride and Prejudice
OL26402598M,William Dean Howells,Introduction,,,
OL26402598M,Charles Edmund Brock,Illustrator,,,
OL26402588M,,,,eng,Pride and Prejudice
OL39804040M,Justo Navarro Velilla,Translator,,,
OL26402562M,,,,eng,Pride and Prejudice
OL26402530M,,,,eng,Pride and Prejudice
OL26402277M,Valentine Leconte,Translator,,eng,Pride and Prejudice
OL26402277M,Charlotte Pressoir,Translator,,eng,Pride and Prejudice
OL26402277M,Charles Edmund Brock,Illustrator,,eng,Pride and Prejudice
OL26402034M,Jan Oliviera,Editor,,,
OL26400520M,,,,eng,Pride and Prejudice
OL27127534M,,,Jēn Ōsutin saku ; Tomita Akira yaku,,
OL26402532M,,,,eng,Pride and Prejudice
OL26402298M,,,,eng,Pride and Prejudice
OL26402293M,Tony Tanner,Introduction,,eng,Pride and Prejudice
OL26402293M,Ana María Rodríguez,Translator,,eng,Pride and Prejudice
OL26402293M,Sílvia Pons Pradilla,Translator,,eng,Pride and Prejudice
OL26402288M,C.E. Brock,Illustrator,,,
OL26402027M,Cecilia Montonati,Translator,,eng,Pride and Prejudice
OL22999827M,,,Ōsutin ; Abe Tomoji yaku.,,
OL22953664M,,,Zhen Aositing zhu ; Li Shuzhen bian yi.,eng,Pride and Prejudice
OL26402055M,Amy Ormond,Cover Design,,,
OL26402037M,Hugh Thompson,Illustrator,,,
OL26400944M,William Dean Howells,Introduction,,,
OL26400944M,C.E. Brock,Illustrator,,,
OL26400085M,C.E. Brock,Illustrator,,eng,Pride and Prejudice
OL26400085M,Éloïse Perks,Translator,,eng,Pride and Prejudice
OL6805975M,,,by Jane Austen.,,
OL4448441M,,,Jane Austen ; with the ill. of Charles E. Brock.,,
OL5386472M,,,edited with an introduction by Frank W. Bradbrook; textual notes and bibliography by James Kinsley.,,
OL13868030M,,,Jane Austen.,,
OL23765917M,,,Jane Austen ; edited with an introduction by Tony Tanner.,,
OL6019299M,,,with introduction and notes by A. R. Tomkins.,,
OL23765916M,,,ed. by R. W. Chapman.,,
OL22949274M,,,Ōsutin ; Nakano Yoshio yaku.,,
OL5883170M,,,Bradford A. Booth [compiler],,
OL13752864M,,,with an afterword by Joann Morse.,,
OL23765914M,,,by Jane Austen.,,
OL6069087M,,,Jane Austen; introduction by R. B. Johnson.,,
OL30727485M,,,Jane Austen,,
OL27131192M,,,Jian Aositing zhu ; Fang Huawen yi,,
OL26944582M,,,Jian Aosiding zhu ; Sun Zhili yi,,
OL13192769M,,,,eng,Pride and Prejudice
OL13972885M,,,"edited by R.W. Chapman. Vol.2, Pride and prejudice.",,
OL7385119M,Clare West,Retold by,,,
OL12729390M,Clare West,Retold by,,,
OL9019191M,,,,eng,Pride and Prejudice
OL5750930M,,,With a critical and biographical profile of Jane Austen by John W. Loofbourow.,,
OL25254938M,Rosa Pino,Translator,,,
OL5653647M,G. C. Rosser,Commentary,edited with a critical commentary by G. C. Rosser.,,
OL5938103M,,,With an introd. by Rosemary G. Wilson.,,
OL5829699M,,,With a new introd. by Elizabeth Stevenson.,,
OL5804903M,,,Introd. de Carlos Fuentes.,,
OL18633788M,,,by Jane Austen ; introduction by Richard Church ; wood-engravings by Joan Hassall.,,
OL21402896M,,,introduction by Richard Church ; wood-engravings by Joan Hassall.,,
OL19046379M,,,With an introd. by Mark Schorer.,,
OL23340853M,,,With an introd. by Austin Dobson. Illus. by Charles E. Brock.,,
OL6068154M,,,Jane Austen ; with an introduction by Louis Kronenberger.,,
OL30503879M,,,Jane Austen,,
OL27198292M,,,Zhen Aosideng zhu ; Ci En yi zhu,,
OL27198285M,,,Zhen Aositing zhu ; Sun Zhili yi,,
OL13266507M,,,,eng,Pride and Prejudice
OL22943474M,,,Zhen Aositing zhu.,,
OL7384971M,Clare West,Retold by,,,
OL19985740M,,,Aosiding zhu ; Wang Keyi yi.,,
OL19636795M,,,Jane austen ; tradução de José da Natividade Gaspar.,,
OL13854731M,,,traduzione di Giolio Caprin ; rivista da CarlaMartinolli.,,
OL5535659M,,,Edited by A. Walton Litz.,,
OL5856598M,,,Illustrated by Bernarda Bryson. Afterword by Clifton Fadiman.,,
OL27215657M,,,Dzheĭn Ostin ; [perevod s angliĭskogo I. G. Gurovoĭ],,
OL27127116M,,,"Jane Austen ; [người dịch, Diệp Minh Tâm]",eng,Pride and Prejudice
OL22068544M,,,Dzheǐn Ostin ; izd. podgotovili N.M. Demurova ... [et al.],,
OL9130256M,,,,eng,Pride and Prejudice
OL9526767M,,,,eng,Pride and Prejudice
OL23001727M,,,Dzheĭn Osten ; [perevod s angliĭskogo I.G. Gurovoĭ].,eng,Pride and Prejudice
OL18776010M,,,"by the author of ""Sense and sensibility"".",,
OL27082508M,,,Jane Austen ; [edited by Philip M. Parker],,
OL27082509M,,,Jane Austen ; [edited by Philip M. Parker],,
OL26399554M,Ângela Miranda Cardoso,Translator,,por,Pride and Prejudice
OL26399554M,Maria João da Rocha Afonso,Translator,,por,Pride and Prejudice
OL26398341M,Laurence Francis Harrison,Introduction,,,
OL7382219M,R. W. Chapman,Editor,,,
OL34086613M,Andronum,Cover Art,,,
OL13677075M,,,with illustrations by B. Gordon Smith.,,
OL26535656M,,,by Jane Austen with an afterword by Joann Morse,,
OL26399571M,Annelies Roeleveld,Translator,,eng,Pride and Prejudice
OL26399571M,Margret Stevens,Translator,,eng,Pride and Prejudice
OL26399567M,C.E. Brock,Illustrator,,eng,Pride and Prejudice
OL26399567M,Éloïse Perks,Translator,,eng,Pride and Prejudice
OL26399091M,,,,spa,Pride and Prejudice
OL7357627M,Joanna Strange,Retold by,,,
OL26399928M,,,,eng,Pride and Prejudice
OL26399576M,Erika Svanoe,Foreword,,,
OL26398359M,Jay Winer,Cover Photographs,,,
OL26398353M,C.E. Brock,Illustrator,,,
OL26398171M,C.E. Brock,Illustrator,,,
OL26398143M,Charles Edmund Brock,Illustrator,,eng,Pride and Prejudice
OL6898414M,,,Jane Austen.,,
OL35700670M,Margarete Rauchenberger,Translator,,eng,Pride and Prejudice
OL22052515M,,,traducción de Fernando Durán.,,
OL34081769M,Joni Njl,Illustrator,,,
OL30085170M,,,Jane Austen ; traduit de l'anglais et adapté par Michel Laporte,,Pride and Prejudice
OL28145106M,,,"Aosiding zhu ; Zhang Ling, Zhang Yang yi",eng,Pride and Prejudice
OL28259322M,,,Jian Aosiding zhu ; Lei Limei yi,,Pride and Prejudice
OL32960566M,,,Zhen Aositing zhu ; [Lei Limei yi],eng,Pride and Prejudice
OL33202729M,,,"by the author of ""Sense and sensibility,"" &c",,
OL37035807M,,,,eng,Pride and Prejudice
OL26336747M,,,by Jane Austen,,
OL33021878M,,,Jane Austen ; introduzione di Melania Mazzucco ; traduzione di Maria Luisa Agosti Castellani,,Pride and Prejudice
OL32102654M,,,Dzheĭn Osten ; perevod s angliĭskogo I.G. Gurovoĭ,eng,Pride and Prejudice
OL28309627M,,,"Jian Aosiding zhu ; Zhang Ling, Zhang Yang yi",eng,Pride and Prejudice
OL25451810M,,,by Jane Austen ; with general introduction by R. Brimley Johnson,,
OL26397542M,,,,eng,Pride and Prejudice
OL26397533M,Luisa Corbetta,Introduction,,eng,Pride and Prejudice
OL7360060M,Joanna David,Narrator,,,
OL7360060M,Thomas Lawrence,Cover Art,,,
OL7360060M,Ann Rees Jones,Contributor,,,
OL7360060M,Mellie Buse,Producer,,,
OL10951250M,,,,eng,Pride and Prejudice
OL3578947M,,,Jane Austen.,,
OL12863129M,,,,eng,Pride and Prejudice
OL9133940M,,,,eng,Pride and Prejudice
OL9334448M,Laura Garcia,Narrator,,eng,Pride and Prejudice
OL8910070M,,,,eng,Pride and Prejudice
OL6795614M,Teresa Delgado,Cover Design,Jane Austen.,,
OL13354447M,,,,eng,Pride and Prejudice
OL9032493M,,,,eng,Pride and Prejudice
OL9042153M,,,,eng,Pride and Prejudice
OL23080333M,,,Ōsutin ; Nakano Yoshio yaku.,eng,Pride and Prejudice
OL13224732M,,,,eng,Pride and Prejudice
OL788921M,,,edited by James Kinsley ; with a new introduction by Isobel Armstrong ; notes by Frank W. Bradbrook.,,
OL3311794M,,,Jane Austen ; adapted by Fern Siegel ; illustrations by Joseph Miralles.,,
OL12338500M,,,,eng,Pride and Prejudice
OL26398137M,Karin von Schwab,Translator,,eng,Pride and Prejudice
OL26397941M,Pat Rogers,Editor,,,
OL26397941M,Janet Todd,General Editor,,,
OL26397453M,Max Bollinger,Editor,,,
OL26397333M,Marcella Furtado,Translator,,eng,Pride and Prejudice
OL26397327M,Karin von Schwab,Translator,,eng,Pride and Prejudice
OL26397327M,Isabelle Fuchs,Contributor,,eng,Pride and Prejudice
OL26397091M,,,,eng,Pride and Prejudice
OL9765704M,,,,eng,Pride and Prejudice
OL13330416M,,,,eng,Pride and Prejudice
OL13351721M,,,,eng,Pride and Prejudice
OL38010M,,,"by Jane Austen ; edited by Andrew Worrall ; series editor, John Seely.",,
OL23035176M,,,Jane Austen ; traducción de Ana Ma. Rodríguez ; prólogo de Lourdes Ventura.,eng,Pride and Prejudice
OL13122069M,,,,eng,Pride and Prejudice
OL7384010M,James Kinsley,Editor,,,
OL7384010M,Isobel Armstrong,Introduction,,,
OL7384010M,Frank W. Bradbrook,Notes by,,,
