author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL403332A,Laura Kinsale,"Laura Kinsale grew up in a small country town, surrounded by the influence of her family's women: her mother, her grandmother and some maiden aunts. During her childhood she dreamed to be a painter, own a twenty-thousand acre ranch in Arizona or the first woman president. But, she became interested into geology because near her grandmother's house, there was a road-cut, that it showed the layers of limestone clearly, and there were fossils in it.

Laura obtained a Master of Science in Geology from the University of Texas at Austin. She worked as petroleum geologist, a career which consisted of getting out of bed in the middle of the night and driving hundreds of miles alone across west Texas to sit at drilling rigs, wear a hard hat, and attempt to boss around oil-covered males considerably larger than herself. While working, also spending a great deal of time sitting rigs and living in horrid little motel courts in small towns, and she started reading a lot. It was pure escapism for her. She didn't really consider writing as a serious career until she figured out her first plot, at thirty-five years after six years as a geologist.

Laura Kinsale became a winner and multiple nominee for the Best Book of the Year award given by the Romance Writers of America. Her heroes are full of flaws or with physical problems, and her heroines also are imperfect. She says: ""It's well known that I think making the heroine too perfect is a great way to create a character readers will hate!"". She spend long periods of time, attempting to figure out What-Happens-Next, and she confesses that her husband, David, greatly assists her in figuring out how to end a scene. She says: ""Really, his name should go also on the cover too, but he refuses. I wonder why?"". From 1985 to 1994, she wrote one book a year, but she decided she needed more time to write her books.

Laura divides her time between Santa Fe and Dallas.",,,,
OL6976866A,Flora Kidd,"Flora Mildred was born in 1926 in Liverpool, England, UK. The youngest of four children, Flora and her family lived in the same house until she was a teen. In 1949, she graduated from Liverpool University, where she met Robert Kidd, her husband. They moved to Scotland, where she began teaching and raised their four children: Richard, Patricia, Peter and David. 

Flora was given some romances to read and thought she would like to try and write one. She published her first novel, Visit To Rowanbank, in 1966. From this first sale to Mills and Boon, she continued her romance career until 1989. In 1977, the family moved to Canada.

Flora Kidd passed away on 19 March 2008 at Saint John, New Brunswick, Canada.",1926,19 March 2008,1926,2008
OL6511535A,Rachel Renée Russell,"Rachel Renée Russell (born on Mar 13, 1959; not to be confused with Rachel Russell, Baroness Russell) is an American cartoonist, attorney and author of the children's book series Dork Diaries and its spin-off The Misadventures of Max Crumbly. 

Russell grew up in Saint Joseph, Michigan, and has four younger siblings, two sisters and twin brothers. She has two children.

Dork Diaries, written in a diary format, uses doodles, drawings, and comic strips to chronicle the daily life of the main character, Nikki Maxwell, as she struggles to fit in and survive middle school. The series is based on Russell's middle school experiences. Her daughter, Nikki, is the illustrator of the series. The main character, Nikki Maxwell, is named after her daughter.

The Misadventures of Max Crumbly is about a character, Maxwell Crumbly, who keeps a diary about his challenges in middle school. He is introduced in Dork Diaries: Tales From A Not-So Perfect Pet Sitter.

As of January 2019, more than 45 million copies of Dork Diaries have been sold worldwide in 42 languages.


**Source**:[Rachel Renée Russell](https://en.wikipedia.org/wiki/Rachel_Ren%C3%A9e_Russell)",13 Mar 1959,,1959,
OL7524098A,Renée Carlino,,,,,
OL7553056A,Rachael Lippincott,,,,,
OL807186A,Kerry Allyne,"Julia Phyllis Crabtree was born in England, UK. Her early childhood was uneventful, she remembered, until her father came home one day and began talking about emigrating to Australia. When they eventually arrived in Australia, Kerry took to her new land with a passion. During the family's first years ""down under,"" she explored as much of the country as she could, journeying northward into Queensland and out onto the Great Barrier Reef, and sometimes south through New South Wales into Victoria. As a adult she returned to England for a short time. A long working holiday enabled her to travel the world before returning to Australia where she met her engineer husband-to-be, and they had a couple of kids. The family eventually moved to a rural area and she started to write. She used the people and countryside as inspiration for her romances. She was published by Mills & Boon from 1976 to 1994 as Kerry Allyne.",,,,
OL8106910A,Agustina Bazterrica,,,,,
OL2825294A,Miriam MacGregor,,1912,,1912,
OL3319143A,Anne Mather,"Mildred Grieveson was born on October 10, 1946 in England. She had written all through her infant and junior years and on into her teens, the stories changing from children's adventures to torrid gypsy passions. Her mother used to gather these up from time to time, when her bedroom became too untidy, and dispose of them! 

Mildred has always wanted to write - which is not to say she has always wanted to be a professional writer. One the contrary, for years She wrote only for her own pleasure, and it wasn't until her husband suggested that She ought to send one of her stories to a publisher that they put several publishers names into a hat and pulled one out. The trouble was, She never used to finish any of the stories, and Caroline, her first published book as Anne Mather, was the first book she'd actually completed. She was newly married then, and her daughter was just a baby, and it was quite a job juggling her household chores and scribbling away in exercise books every chance She got. Not very professional, as you can see, but that's the way it was. The rest as they say in history. And now, more than 160 books later, She's literally - excuse the pun - staggered by what happened. She also published books as Caroline Fleming or Cardine Fleming. Her Anne Mather's novel, Leopard in the Snow, was developed into a 1978 movie. 

Mildred now has two grown-up children, a son and daughter, and two adorable grandchildren, Abigail and Ben.",1946-10-10,,1946,
OL2875767A,Jennifer Niven,,,,,
OL687719A,Lee Wilkinson,,,,,
OL30765A,Rick Riordan,American writer of children’s fantasy novels,5 Jun 1964,,1964,
